instnm,Latitude location of institution (HD2019),Institution (entity) name (HD2019),Institution name alias (HD2019),Longitude location of institution (HD2019),Office of Postsecondary Education (OPE) ID Number (HD2019),Latitude location of institution (HD2012),Longitude location of institution (HD2012),Office of Postsecondary Education (OPE) ID Number (HD2012),
Epic Bible College,38.645152,Epic Bible College,Trinity Life Bible College,-121.362642,03403300  ,38.645608,-121.362891,03403300  ,
Episcopal Theological Seminary of the Southwest,30.293092,Episcopal Theological Seminary of the Southwest, ,-97.732652,00356600  ,30.293097,-97.732660,00356600  ,
Eric Fisher Academy,37.693713,Eric Fisher Academy, ,-97.422011,04162700  ,37.694433,-97.421941,04162700  ,
Erie 1 BOCES,42.851567,Erie 1 BOCES, ,-78.786420,01258900  ,42.851567,-78.786420,01258900  ,
Erie 2 Chautauqua Cattaraugus BOCES-Practical Nursing Program,42.110198,Erie 2 Chautauqua Cattaraugus BOCES-Practical Nursing Program,E2CCB,-79.387599,02235600  ,42.648295,-79.040253,02235600  ,
Erie Community College,42.881771,Erie Community College, ,-78.872679,01068400  ,42.881771,-78.872679,01068400  ,
Erie Institute of Technology Inc,42.071725,Erie Institute of Technology Inc, ,-80.100853,02203900  ,42.067417,-80.094041,02203900  ,
Erikson Institute,41.890663,Erikson Institute,The Erikson Institute  Erikson  Erickson Institute,-87.632178,03510300  ,41.890279,-87.632238,03510300  ,
Erskine College,34.332087,Erskine College,Erskine College and Seminary,-82.390950,00343200  ,34.330674,-82.390797,00343200  ,
Erwin Technical College,27.997242,Erwin Technical College,D G Erwin Technical Center,-82.435933,00559400  ,27.997242,-82.435933,00559400  ,
Escondido Adult School,33.131225,Escondido Adult School, ,-117.088454,-2        ,,,,
Escuela de Artes Plasticas y Diseno de Puerto Rico,18.467780,Escuela de Artes Plasticas y Diseno de Puerto Rico,EAPD,-66.121348,02569400  ,18.467401,-66.111462,02569400  ,
Escuela de Peritos Electricistas de Isabela Inc,18.469368,Escuela de Peritos Electricistas de Isabela Inc,E.P.E.I. Inc.,-67.029427,03106900  ,18.497060,-67.026567,03106900  ,
Escuela De Troqueleria Y Herramentaje,18.374732,Escuela De Troqueleria Y Herramentaje, ,-66.143939,02241909  ,18.372112,-66.142290,02241909  ,
Escuela Hotelera de San Juan,18.417008,Escuela Hotelera de San Juan, ,-66.046598,03751300  ,18.417009,-66.046964,03751300  ,
Escuela Tecnica de Electricidad,18.010451,Escuela Tecnica de Electricidad, ,-66.619944,02576100  ,18.010437,-66.620173,02576100  ,
Essex County College,40.738444,Essex County College,Essex,-74.178234,00710700  ,40.738444,-74.178234,00710700  ,
Esteem Academy of Beauty,41.161895,Esteem Academy of Beauty, ,-111.939460,04279900  ,,,,
Estelle Medical Academy,42.059097,Estelle Medical Academy, ,-87.748160,03881400  ,42.058888,-87.746833,03881400  ,
Estelle Skin Care and Spa Institute,42.063580,Estelle Skin Care and Spa Institute, ,-87.747041,04174900  ,42.063261,-87.746699,04174900  ,
Estes Institute of Cosmetology Arts and Science,36.330422,Estes Institute of Cosmetology Arts and Science, ,-119.289234,02167800  ,36.329656,-119.289484,02167800  ,
Estrella Mountain Community College,33.480722,Estrella Mountain Community College, ,-112.343158,03156300  ,33.480722,-112.343158,03156300  ,
ETI School of Skilled Trades,41.748334,ETI School of Skilled Trades,ETI   Environmental Technical Institute,-87.936249,02556100  ,41.983934,-88.028993,02556100  ,
ETI Technical College,41.186940,ETI Technical College, ,-80.723213,03079000  ,41.204491,-80.739676,03079000  ,
Euphoria Institute of Beauty Arts & Sciences-Summerlin,36.147552,Euphoria Institute of Beauty Arts & Sciences-Summerlin, ,-115.298988,01246110  ,36.147416,-115.300578,03232306  ,
Eureka College,40.714820,Eureka College, ,-89.269624,00167800  ,40.713042,-89.268952,00167800  ,
European Academy of Cosmetology and Hairdressing,41.295441,European Academy of Cosmetology and Hairdressing,Teach Hairdressing Academy  Teach Academy,-72.700147,04148400  ,41.294476,-72.700416,04148400  ,
European Massage Therapy School-Las Vegas,36.145445,European Massage Therapy School-Las Vegas, ,-115.300577,03881401  ,36.144558,-115.300654,03881401  ,
European Medical School of Massage,40.319453,European Medical School of Massage, ,-76.008411,04261300  ,,,,
Evangel University,37.220956,Evangel University, ,-93.262614,00246300  ,37.220956,-93.262614,00246300  ,
Evangelical Theological Seminary,40.372981,Evangelical Theological Seminary,ETS  Evangelical  Evangelical Seminary,-76.306252,00326300  ,40.372981,-76.306252,00326300  ,
Evans Hairstyling College-Cedar City,37.679851,Evans Hairstyling College-Cedar City, ,-113.064394,02573100  ,37.679851,-113.064394,02573100  ,
Evans Hairstyling College-Rexburg,43.824716,Evans Hairstyling College-Rexburg, ,-111.812372,04134300  ,43.824716,-111.812372,04134300  ,
Evans Hairstyling College-St George,37.108487,Evans Hairstyling College-St George, ,-113.562870,02572700  ,37.108487,-113.562870,02572700  ,
Everett Community College,48.006626,Everett Community College, ,-122.204736,00377600  ,48.006626,-122.204736,00377600  ,
Everglades University,26.391218,Everglades University, ,-80.108331,03108500  ,26.391218,-80.108331,03108500  ,
Evergreen Beauty and Barber College-Everett,47.909189,Evergreen Beauty and Barber College-Everett, ,-122.221962,03917300  ,47.909189,-122.221962,03917300  ,
Evergreen Valley College,37.301670,Evergreen Valley College, ,-121.765610,01245200  ,37.301736,-121.766685,01245200  ,
Eves College of Hairstyling,34.604991,Eves College of Hairstyling,Elite Academy of Cosmetology,-98.402794,00970800  ,34.604760,-98.401966,00970800  ,
Evolve Beauty Academy,38.551723,Evolve Beauty Academy, ,-91.013977,04173900  ,38.344293,-90.980909,04173900  ,
Excelsior College,42.705487,Excelsior College, ,-73.862981,00283400  ,42.704887,-73.862204,00283400  ,
Expertise Cosmetology Institute,36.193798,Expertise Cosmetology Institute, ,-115.164834,03787300  ,36.193798,-115.164834,03787300  ,
Exposito School of Hair Design,35.183578,Exposito School of Hair Design, ,-101.881271,02267100  ,35.183652,-101.881260,02267100  ,
Fairfield University,41.157673,Fairfield University, ,-73.255903,00138500  ,41.160732,-73.257780,00138500  ,
Fairleigh Dickinson University-Florham Campus,40.774498,Fairleigh Dickinson University-Florham Campus,FDU,-74.432121,00260701  ,40.777364,-74.435359,00260701  ,
Fairleigh Dickinson University-Metropolitan Campus,40.897209,Fairleigh Dickinson University-Metropolitan Campus,FDU,-74.028986,00260700  ,40.896162,-74.030023,00260700  ,
Fairmont State University,39.483079,Fairmont State University,Fairmont State   Fairmont State College,-80.162433,00381200  ,39.485925,-80.161844,00381200  ,
Faith Baptist Bible College and Theological Seminary,41.737082,Faith Baptist Bible College and Theological Seminary,FBBC&TS  FBBC,-93.624422,00712100  ,41.736338,-93.624208,00712100  ,
Faith International University,47.280168,Faith International University,Faith Seminary,-122.516870,03689400  ,47.280177,-122.515945,03689400  ,
Faith Theological Seminary,39.371639,Faith Theological Seminary, ,-76.605906,03667300  ,,,,
Faith Theological Seminary and Christian College,28.018844,Faith Theological Seminary and Christian College,Faith Outreach Center  Inc.,-82.582376,-2        ,,,,
Falcon Institute of Health and Science,40.651462,Falcon Institute of Health and Science, ,-75.424290,04283500  ,,,,
Family of Faith Christian University,35.462234,Family of Faith Christian University,Family of Faith College,-96.901413,03676300  ,35.461990,-96.902240,03676300  ,
Farmingdale State College,40.754224,Farmingdale State College,SUNY College of Technology at Farmingdale,-73.428320,00285800  ,40.754080,-73.426371,00285800  ,
Fashion Institute of Technology,40.747310,Fashion Institute of Technology,FIT,-73.994781,00286600  ,40.747310,-73.994781,00286600  ,
Faulkner University,32.384181,Faulkner University,Faulkner,-86.216410,00100300  ,32.384181,-86.216410,00100300  ,
Faust Institute of Cosmetology-Spirit Lake,43.421410,Faust Institute of Cosmetology-Spirit Lake, ,-95.113596,02262501  ,43.422634,-95.107453,02262501  ,
Faust Institute of Cosmetology-Storm Lake,42.654449,Faust Institute of Cosmetology-Storm Lake, ,-95.201412,02262500  ,42.655239,-95.200770,02262500  ,
Fayette County Career & Technical Institute Practical Nursing Program,39.860976,Fayette County Career & Technical Institute Practical Nursing Program,FCCTI  Fayette County CTI,-79.741718,00533000  ,39.860976,-79.741718,00533000  ,
Fayette Institute of Technology,37.988801,Fayette Institute of Technology,Fayette Plateau Vocational Technical Center,-81.146785,03076500  ,37.988801,-81.146785,03076500  ,
Fayetteville State University,35.073641,Fayetteville State University, ,-78.891696,00292800  ,35.072485,-78.894709,00292800  ,
Fayetteville Technical Community College,35.068851,Fayetteville Technical Community College,FTCC,-78.926580,00764000  ,35.068313,-78.924515,00764000  ,
Feather River Community College District,39.953101,Feather River Community College District,Feather River College,-120.973067,00859700  ,39.952395,-120.970877,00859700  ,
Federico Beauty Institute,38.648830,Federico Beauty Institute, ,-121.497761,00725300  ,38.648830,-121.497761,00725300  ,
Felbry College School of Nursing,40.095780,Felbry College School of Nursing, ,-82.951066,04235000  ,,,,
Felician University,40.867272,Felician University, ,-74.096452,00261000  ,40.867272,-74.096452,00261000  ,
Ferris State University,43.687724,Ferris State University, ,-85.481925,00226000  ,43.687464,-85.483509,00226000  ,
Ferrum College,36.926912,Ferrum College, ,-80.021639,00371100  ,36.926648,-80.020864,00371100  ,
FIDM-Fashion Institute of Design & Merchandising-Los Angeles,34.044209,FIDM-Fashion Institute of Design & Merchandising-Los Angeles,FIDM LA,-118.259930,01111200  ,34.044209,-118.259930,01111200  ,
FIDM-Fashion Institute of Design & Merchandising-Orange County,33.691963,FIDM-Fashion Institute of Design & Merchandising-Orange County, ,-117.852254,01111203  ,33.691963,-117.852254,01111203  ,
FIDM-Fashion Institute of Design & Merchandising-San Diego,32.708877,FIDM-Fashion Institute of Design & Merchandising-San Diego, ,-117.155894,01111204  ,32.708895,-117.155134,01111204  ,
FIDM-Fashion Institute of Design & Merchandising-San Francisco,37.786353,FIDM-Fashion Institute of Design & Merchandising-San Francisco,FIDM-SF,-122.406651,01111202  ,37.786324,-122.406503,01111202  ,
Fielding Graduate University,34.429410,Fielding Graduate University,Fielding|Fielding Institute|Fielding Graduate Institute,-119.717161,02096100  ,34.434436,-119.713894,02096100  ,
FINE Mortuary College,42.181479,FINE Mortuary College, ,-71.192930,03316400  ,42.180896,-71.193080,03316400  ,
Finger Lakes Community College,42.867556,Finger Lakes Community College, ,-77.241801,00753200  ,42.867556,-77.241801,00753200  ,
Finger Lakes Health College of Nursing & Health Sciences,42.876429,Finger Lakes Health College of Nursing & Health Sciences, ,-76.987844,00753205  ,42.875727,-76.987621,00753205  ,
Finger Lakes School of Massage,42.439350,Finger Lakes School of Massage, ,-76.496181,04167600  ,42.464459,-76.535928,04167600  ,
Finger Lakes School of Massage,41.217150,Finger Lakes School of Massage, ,-73.718373,04167601  ,41.217741,-73.718467,04167601  ,
Finger Lakes School of Massage,39.441953,Finger Lakes School of Massage, ,-77.394941,04167602  ,,,,
Finlandia University,47.127868,Finlandia University, ,-88.588756,00232200  ,47.127090,-88.589392,00232200  ,
Firelands Regional Medical Center School of Nursing,41.437190,Firelands Regional Medical Center School of Nursing, ,-82.711890,00311400  ,41.437190,-82.711890,00311400  ,
First Class Cosmetology School,42.499010,First Class Cosmetology School, ,-89.036231,04182100  ,42.498962,-89.035881,04182100  ,
First Coast Barber Academy,30.332110,First Coast Barber Academy,FCB Academy,-81.660201,04229700  ,,,,
First Coast Technical College,29.924377,First Coast Technical College, ,-81.345829,01254400  ,29.924377,-81.345829,01254400  ,
First Institute of Travel  Inc.,42.219260,First Institute of Travel  Inc.,First Institute,-88.339468,02584900  ,42.212921,-88.337890,02584900  ,
Fisher College,42.355253,Fisher College, ,-71.074125,00215000  ,42.355253,-71.074125,00215000  ,
Fisk University,36.167087,Fisk University, ,-86.804805,00349000  ,36.169120,-86.805671,00349000  ,
Fitchburg State University,42.588298,Fitchburg State University,Fitchburg State,-71.789666,00218400  ,42.589345,-71.789354,00218400  ,
Five Branches University,36.964348,Five Branches University, ,-121.998245,03131300  ,36.964133,-121.998478,03131300  ,
Five Towns College,40.794506,Five Towns College, ,-73.369348,01256100  ,40.793327,-73.369968,01256100  ,
Flagler College-St Augustine,29.892733,Flagler College-St Augustine,Flagler,-81.314887,00789300  ,29.893350,-81.315256,00789300  ,
Flagler College-Tallahassee,30.443866,Flagler College-Tallahassee,Flagler Tallahassee,-84.339000,00789301  ,30.444664,-84.341098,00789301  ,
Flagler Technical Institute,29.476290,Flagler Technical Institute,FTI,-81.211337,04158300  ,29.551067,-81.241501,04158300  ,
Flair Beauty College,34.414463,Flair Beauty College, ,-118.550015,04158900  ,34.415644,-118.465916,04158900  ,
Flathead Valley Community College,48.227389,Flathead Valley Community College, ,-114.327258,00677700  ,48.227389,-114.327258,00677700  ,
Fletcher Technical Community College,29.690884,Fletcher Technical Community College,Fletcher Technical Community College,-90.811707,00576100  ,29.690563,-90.812592,00576100  ,
Flint Hills Technical College,38.418880,Flint Hills Technical College, ,-96.224141,00526400  ,38.420955,-96.223623,00526400  ,
Flint Institute of Barbering Inc,43.027339,Flint Institute of Barbering Inc,F.I.B.  The Flint Barber College,-83.739110,01109800  ,43.026429,-83.738568,01109800  ,
Florence-Darlington Technical College,34.243882,Florence-Darlington Technical College, ,-79.814690,00399000  ,34.243882,-79.814690,00399000  ,
Florida Academy,26.608637,Florida Academy, ,-81.824273,04188300  ,26.607290,-81.824346,04188300  ,
Florida Academy of Health & Beauty,26.166270,Florida Academy of Health & Beauty, ,-80.181569,03823300  ,26.156984,-80.154212,03823300  ,
Florida Agricultural and Mechanical University,30.428504,Florida Agricultural and Mechanical University,FAMU|Florida A&M University|Florida A&M University |Rattlers|FAMU Rattlers,-84.290226,00148000  ,30.428597,-84.285663,00148000  ,
Florida Atlantic University,26.372421,Florida Atlantic University,FAU,-80.102978,00148100  ,26.372536,-80.102293,00148100  ,
Florida Barber Academy,26.122056,Florida Barber Academy, ,-80.203691,03611400  ,26.271484,-80.098793,03611400  ,
Florida Career College,26.010968,Florida Career College, ,-80.246116,02305801  ,,,,
Florida Career College-Boynton Beach,26.542890,Florida Career College-Boynton Beach, ,-80.092161,02305807  ,,,,
Florida Career College-Hialeah,25.855552,Florida Career College-Hialeah, ,-80.319292,02305803  ,,,,
Florida Career College-Houston Campus,30.022309,Florida Career College-Houston Campus, ,-95.431325,02305813  ,,,,
Florida Career College-Jacksonville,30.195760,Florida Career College-Jacksonville, ,-81.751361,02305806  ,,,,
Florida Career College-Lauderdale Lakes,26.165740,Florida Career College-Lauderdale Lakes, ,-80.205267,02305804  ,,,,
Florida Career College-Margate,26.270878,Florida Career College-Margate, ,-80.203455,02305808  ,,,,
Florida Career College-Miami,25.756567,Florida Career College-Miami, ,-80.367780,02305800  ,25.755342,-80.366666,02305800  ,
Florida Career College-Orlando,28.560520,Florida Career College-Orlando, ,-81.309471,02305811  ,,,,
Florida Career College-Tampa,27.980705,Florida Career College-Tampa, ,-82.337004,02305805  ,,,,
Florida Career College-West Palm Beach,26.705217,Florida Career College-West Palm Beach, ,-80.136749,02305802  ,,,,
Florida Coastal School of Law,30.232676,Florida Coastal School of Law, ,-81.580093,03374300  ,30.232676,-81.580093,03374300  ,
Florida College,28.034936,Florida College, ,-82.383289,00148200  ,28.034911,-82.383446,00148200  ,
Florida College of Integrative Medicine,28.463590,Florida College of Integrative Medicine, ,-81.401757,03238300  ,28.463590,-81.401757,03238300  ,
Florida Education Institute,25.763250,Florida Education Institute, ,-80.290496,03627600  ,25.763250,-80.290496,03627600  ,
Florida Gateway College,30.175298,Florida Gateway College,FGC,-82.567900,00150100  ,30.174307,-82.569667,00150100  ,
Florida Gulf Coast University,26.463638,Florida Gulf Coast University, ,-81.772600,03255300  ,26.464262,-81.773578,03255300  ,
Florida Institute of Recording Sound and Technology,28.578970,Florida Institute of Recording Sound and Technology,F.I.R.S.T. Institute,-81.411511,04197600  ,28.578205,-81.411474,04197600  ,
Florida Institute of Technology,28.065815,Florida Institute of Technology,Florida Tech,-80.622893,00146900  ,28.064503,-80.624628,00146900  ,
